player name,off_cluster
Borja Mendia Sangroniz,0
Devin Noel Wright Rodriguez,0
Lazar Mutic,2
Joseph Robert Cremo,2
Reggie Agbeko,0
Aleksandre Phevadze,0
Adrian Fidalgo,2
Gilad Levy,0
Lucas Munoz,1
Mikel Sainz de la Maza,1
Taylor John Cameron,2
Alberto Cabrera Garrancho,2
Guilermo Mulero Maldonado,2
Bogdan Nedeljkovic,1
Morten Bulow,0
Oier Ardanza Bernaola,1
Kevin Navarro Arrue,2
Jorge Martinez Cabezudo,2
Iker Salazar Ortega,0
Jose Ignacio Nogues,0
Ferran Ventura Pedreno,1
Darius Carter,0
Alejandro Daniel Bortolussi Saluzzo,0
Luis Ferrando Ortells,2
Diego Gallardo,1
Didac Cuevas Simarro,2
Carlos Poyatos Parra,0
Coreontae Lamar De Berry,0
Luis Garcia Munoz,2
Damian Prgomet,0
Jeffrey Godspower,0
Pablo Cordoba Muro,2
Alejandro Jorda,2
David Orrit,2
Jorge Parra Baez,2
Emil Savic,2
Gregory Robert Gantt,1
Francisco Del Aguila,0
Micaiah Elisha Henry,0
Erik Persson,2
Dyon Halman,0
Rafael Garcia,2
Pa Mor Diene,1
Daniel Manchon,2
Kevin van Wijk,0
Rodrigo Gomez,0
Ruben Lopez,0
Adam Fravert,0
Danny Evans,2
Miguel de Pablo del Castillo,2
Martin Fernandez Carballo,2
Jermaine Marrow,2
Gerard Jofresa Sarret,2
Alberto Ruiz De Galarreta Fernandez,1
Willy Nunez Matos,2
Bernardo Garcia Alvarez,2
Brano Djukanovic,2
Unai Mendicote,0
Issa Thiam,2
Javier Lucas Blasco,0
Diogo Emanuel de Sousa Anjo Brito,2
Anthony Libroia,2
Luka Majstorovic,0
Quarry Greenaway,2
Miguel Ortega,2
Bertrand Awana,0
Adria Duch Beltran,2
Antonio Burgos Caballero,0
Stephen Ugochukwu,0
Demian Balasko,0
Javier Balastegui Martinez,2
Alejandro Marin Ortega,2
Mirza Bulic,0
Agusti Sans,2
Tate Jeffrey Hoffman,0
Juan Pedro Jimenez,2
Mojeed Ewuosho,2
Andreas Obst,2
Oscar Leon Da Silva,0
Jonas Mattisseck,1
Jason George,1
Karsten Tadda,2
DeShaun Thomas,0
Tamir Blatt,2
Jaleen Smith,2
Leon Kratzer,0
Maodo Lo,2
Nick Weiler-Babb,2
Michael Kessens,0
Skyler Bowlin,2
Louis Olinde,0
Yovel Zoosman,1
Thomas Klepeisz,2
Semaj Christon,2
Parker Jackson-Cartwright,2
Jaron Blossomgame,0
Gavin Schilling,0
Maximilian DiLeo,1
Jonas Richter,0
Malte Ziegenhagen,1
Mindaugas Susinskas,1
Luke Sikma,0
Frantz Massenat,2
Johannes Thiemann,0
Robin Manuel Christen,1
Ognjen Jaramaz,2
Lukas Meisner,0
Caleb Homesley,2
Seth Hinrichs,0
Eddy Edigin Jr,0
Per Gunther,2
Fedor Zugic,1
Zan Mark Sisko,2
John Bryant,0
Akeem Vargas,1
Maximilian Ugrai,0
Maik Kotsar,0
Jeff Roberson,0
Desi Rodriguez,0
Jaren Michael Lewis,0
Philipp Hartwich,0
Jamel Morris,2
Rasheed Moore,0
Isiaha Mike,2
Filip Stanic,0
Christ Koumadje,0
Malte Delow,1
Martin Peterka,0
Augustine Rubit,0
Lukas Wank,1
Jeremy Morgan,2
Phil Fayne,0
Shyron Ely,2
Brekkott Chapman,0
Sacar Anim,2
Jaylon Brown,2
Ondrej Sehnal,2
Jordan Geist,2
Cameron Hunt,2
Nicholas Tischler,1
Justus Hollatz,2
Stephen Brown Jr.,2
Nikola Rebic,2
Nihad Djedovic,0
Vladimir Lucic,0
Mathis Monninghoff,1
Florian Koch,0
Darion Atkins,0
Terry Allen,0
Anunwa Omot,0
Owen Klassen,0
Craig Moller,0
Niklas Wurzner,2
Sergio Thomas Kerusch,0
Terrell Harris,2
Tyson Ward,0
Fabian Bleck,0
Goran Huskic,0
Martynas Sajus,0
Behnam Yakhchalidehkordi,2
Richmond Aririguzoh,0
Benedikt Turudic,0
Brandon Tischler,1
Saulius Kulvietis,0
Robert Lowery,2
David Kramer,2
Karim Jallow,2
Harper Kamp,0
Nelson Weidemann,2
Radii Caisin,1
Len Schoormann,1
Justin Gorham,0
Quantez Robertson,2
Leon Radosevic,0
Philipp Herkenhoff,0
Maurice Stuckey,2
Sindarius Thornwell,2
JaVontae Hawkins,2
Luc Van Slooten,1
Kendale McCullum,2
Kevin Wohlrath,1
Julian Albus,1
Elias Lasisi,2
Leon Christopher Friederici,1
Ben Lammers,0
Matt Haarms,0
Bjarne Kraushaar,2
Maximilian Begue,1
Trent Lockett,2
Bogdan Radosavljevic,0
Bastian Doreth,2
Kelvin Martin,0
Felix Hoffmann,1
William Buford,2
Nicolas Bretzel,0
Dennis Nawrocki,1
Jan-Niklas Wimberg,0
Jake Toolson,2
Kay Bruhnke,0
Lorenz Brenneke,0
Kostja Mushidi,2
Marcus Thornton,2
Tookie Brown,2
Haris Hujic,1
Kamar Baldwin,2
Othello Hunter,0
Tomas Kyzlink,2
Alex King,1
Kyan Anderson,2
Zach Brown,1
Kilian Binapfl,1
Philip Jalalpoor,2
Jalon Demarco Miller,0
Janari Joesaar,0
Eric Washington,2
Cameron Wells,2
TJ Shorts,2
Cristiano Felicio,0
Reggie Upshaw,0
Parodi,2
Martins Laksa,1
Chris Coffey,0
Jon Axel Gudmundsson,2
Aigars Skele,2
Tim Schneider,0
Torrian Corey Walden,2
Shannon Scott,1
Andreas Seiferth,0
Charles Callison,2
Nate Grimes,0
Johannes Richter,0
Robin Amaize,2
Arturs Zagars,2
Darrun Hilliard,2
Albert Jay English,2
T.J. Williams,2
Brayon Blake,2
Mike Caffey,2
Jeremiah Martin,2
Emir Sulejmanovic,0
Giorgi Shermadini,0
Tyler Cavanaugh,0
Francisco Guerra,0
Bruno Fitipaldo,2
Marcelinho Huertas,2
Sasu Salin,2
Sergio Rodriguez Febles,1
Aaron Doornekamp,1
Dejan Kravic,0
Vitor Benite,2
Omar-Sharif Cook,2
Miquel Salvo,0
Thaddeus McFadden,2
Tryggvi Hlinason,0
Jonathan Barreiro,0
Robin Clemens Benzing,0
Ken Horton,0
Nico Brussino,2
Dylan Jonathan Howell Ennis McIntrye,2
Jaylon Brown,2
Alex Gregory Renfroe,2
Jordan Sakho,0
Jasiel Rivero Fernandez,0
Alex Reyes,1
Xavi Rabaseda,1
Arnoldas Kulboka,0
Felipe Dos Anjos,0
Jaroslaw Zyskowski,0
Rasheed Sulaimon,2
Khalifa Diop,0
Jonathan Rousselle,2
Ludvig Hakanson,2
Ondrej Balvin,0
Sergi Martinez Costa,0
Javier Garcia,1
Rodrigo Miguel,2
Alexander Tyus,0
Regimantas Miniotas,0
Jacob Wiley,0
Goran Huskic,0
Maksim Salash,0
John Jenkins,2
Alex Lopez,1
Quentin Serron,2
Artsiom Parakhouski,0
Santiago Yusta,1
Alex Barrera,1
Elias Harris,0
Spencer Darren Butterfield,1
Jason Thompson,0
James Webb,0
Sean Kilpatrick,2
Obi Enechionyia,0
Josh Sharma,0
Thomas David Heurtel,2
Malcolm Thomas,0
Daniel Garcia,2
DJ Seeley,2
Shevon Thompson,0
T.J. Bray,2
Saulius Kulvietis,0
Moses Kingsley,0
Aaron Jones,0
Giannis Athinaiou,2
Ryan Harrow,2
Brancou Badio,2
Sagaba Konate,0
Javi Lopez Santana,2
Martins Laksa,1
Christ Koumadje,0
Ibou Dianko Badji,0
Josep Busquets,2
Njegos Sikiras,0
Marcis Steinbergs,0
Alexis Bartolome Frases,1
Melwin Jan Pantzar,2
Michael Caicedo Sanchez,1
Bodian Massa,0
Gregor Hrovat,2
Markis McDuffie,0
Robin Ducote,1
Paul Lacombe,2
Jacques Alingue,0
Wilfried Yeguete,0
DeAndre Lansdowne,2
Nicolas Lang,2
Mathieu Wojciechowski,1
David Holston,2
David Brembly,1
Jonathan Rousselle,2
Marcus Keene,2
Leopold Cavaliere,0
Abdulaye Loum,0
Gavin Ware,0
Lucas Ugolin,1
Jayvon Graves,2
Lucas Beaufort,1
Desi Rodriguez,0
Bryce Jones,2
Dee Bost,2
Rodions Kurucs,0
Ike Udanoh,0
Matt Mobley,2
JaVontae Hawkins,2
Jean-Baptiste Maille,2
Gavin Schilling,0
Tomas Kyzlink,2
Martin Peterka,1
Matt Mitchell,2
Chase Simon,2
Cameron McGriff,0
Luke Fischer,0
Roberto Gallinat,2
DJ Seeley,2
Darrin Anthony Govens,2
Bogdan Bliznyuk,2
Kenneth Kadji,0
Mehdy Ngouama,2
Dustin Sleva,0
Anzejs Pasecniks,0
Brynton Lemar,2
Ray McCallum,2
Tim Frazier,2
Anthony Polite,2
Marek Klassen,2
Wes Clark,2
Edwin Jackson,2
Sasu Salin,1
Aaron Doornekamp,1
Francisco Guerra,0
Bruno Fitipaldo,2
Marcelinho Huertas,2
Kyle Wiltjer,0
Yankuba Sima,0
Joan Sastre,1
Chima Moneke,0
Luke Maye,0
Joe Thomasson,2
Sergio Rodriguez Febles,1
Xavi Rabaseda,1
Elias Valtonen,1
Alberto Diaz,1
Rafa Martinez,1
Jonathan Barreiro,0
Dejan Kravic,0
Ruben Guerrero,0
Ismael Bako,0
Daniel Perez,2
Giorgi Shermadini,0
Landry Nnoko,0
Axel Bouteille,2
Francisco Alonso,1
Vitor Benite,2
Emir Sulejmanovic,0
Alex Gregory Renfroe,2
Tim Abromaitis,0
Dario Brizuela,2
Sylvain Francisco,2
Yannick Nzosa,0
Dani Diez,0
Maksim Salash,0
Julian Gamble,0
Jaime Fernandez Bernabe,2
Marcis Steinbergs,1
Juan Pablo Vaulet,0
Guillem Ferrando Porro,2
Daniel Garcia,1
Amine Noua,0
Aleksej Nikolic,2
Jordan Bone,2
Dejan Todorovic,1
Jarell Eddie,0
Marc Garcia,2
Millan Jimenez Garrido,2
David Walker,1
Matt Mooney,2
Zsombor Maronka,1
Carlos Suarez,1
Micheal Eric,0
Norris Cole,2
Danny Agbelese,0
Tyrus McGee,2
Cameron Oliver,0
Guillem Jou,1
Ramon Vila,0
Kenan Sipahi,2
Olivier Zacharie Hanlan,2
Suleiman Braimoh,0
Sean Kilpatrick,2
Khadeen Carrington,2
Stephen Zack,0
Javier Garcia,2
Janis Berzins,0
Christian Mekowulu,0
Jamel McLean,0
Alejandro Galan,0
Kevin Ricki Larsen,0
Toni Naspler Peraire,2
Ray McCallum,2
Gonzalo Bressan,0
Brancou Badio,2
Hayden Dalton,0
Sarper David Mutaf,2
Alejandro Urtasun,2
Miguel Serrano,0
Alejandro Bellver,1
Adrian Del Cerro,1
Kriss Helmanis,0
Yannick Kraag,2
Ibou Dianko Badji,0
Pablo Marin Fontan,2
Sidy Cissoko,2
Musa Sagnia,2
Rafael Vila Bonany,1
Miro Bilan,0
Marcus Denmon,2
Dimitris Moraitis,2
Yannick Franke,2
Aleksa Radanov,2
Sylvain Francisco,2
Jaylen Hands,2
Tyler Polley,0
Nate Renfro,0
Nikos Tsiakmas,1
Leonidas Kaselakis,0
Georgios Kamperidis,1
Evangelos Vangelis Margaritis,0
Dimitrios Kaklamanakis,0
Stylianos Poulianitis,1
Diamantis Slaftsakis,0
Christos Saloustros,1
Jalen Riley,2
Nikos Persidis,1
Kenny Williams,2
Konstantinos Papadakis,1
Dimitrios Agravanis,0
Vassilis Xanthopoulos,1
Akil Mitchell,0
Jordan Sibert,1
Alexander Madsen,0
RJ Cole,2
Vassilis Christidis,0
Dimitrios Flionis,2
Ian Hummer,0
Panagiotis Filippakos,0
Antonios Koniaris,1
Janis Strelnieks,2
Giorgos Giouzelis,1
Joe Thomasson,2
Vladimir Jankovic,0
Isaiah Miles,0
Shakur Asiatic Juiston,0
Jarrod West,2
Malik Osborne,0
Ioannis Kouzeloglou,0
Pierre Oriola,0
Javin DeLaurier,0
Ryan Taylor,2
James Batemon,2
Kur Kuath,0
Pol Figueras Lopes,2
Judicael Romaric Belemene Dzabatou,1
Kristian Kullamae,2
Kai Edwards,0
Jacobo Diaz Alejano,0
Milan Suskavcevic,1
Javier Marin Ortega,2
Michael Jarade Moore,0
Emil Stoilov,0
Gerel Simmons,2
Maverick Rowan,2
Elijah Brown,2
Txemi Urtasun,2
Alberto Martin,2
Harald Frey,2
Walter Cabral,0
Victor Moreno Martin,1
Massine Fall,0
Azaro Roker,0
Anthony Keith Leen Jr,0
Robert Michael Harris II,2
Diego De Blas Morcillo,2
Leon Kratzer,0
Deane Williams,0
Sebastian Herrera,2
TJ Shorts,2
Yorman Polas Bartolo,2
Finn Delany,0
Jhonathan Dunn,2
Tyson Ward,0
Dominic Lockhart,1
Arnas Velicka,2
Aher Uguak,2
Eddy Edigin Jr,0
Kevin Yebo,0
Prentiss Hubb,2
Jacob Patrick,1
Michael Kessens,0
Nelson Weidemann,2
Shonn Miller,0
Collin Malcolm,2
Mindaugas Susinskas,2
Kevin Wohlrath,1
Patrick Heckmann,1
Karsten Tadda,1
Solomon Young,0
Jaromir Bohacik,2
Jonas Richter,0
Gabriel Chachashvili,0
Jonathan Baehre,0
Spencer Reaves,1
Christian Sengfelder,0
Niels Giffey,0
Marko Filipovity,0
Justin Johnson,0
Zachary Ensminger,1
Will Cherry,2
Gerel Simmons,2
Amir Bell,2
Elias Valtonen,1
Kendale McCullum,2
Jeremy Morgan,2
Jeff Roberson,0
Isaiah Whitehead,2
Rihards Lomazs,2
Martinas Geben,0
Devin Robinson,0
Jordan Davis,2
Aaron Ganal,1
Dan Duscak,2
Lucas Mari Tardio,1
Sergio De Larrea,2
Hugo Lopez Barrantes,0
Alonso Meana Perez,2
Pavel Savkov,2
Gonzalo Bressan,0
Marinus Lucas N'Guessan,0
Willy Isiani,0
Tomas Chapero,0
Alberto Diaz,1
Emil Stoilov,0
Guilermo Mulero Maldonado,2
Musa Sagnia,1
Keith Langford,2
DeAndre Lansdowne,2
Jean-Baptiste Maille,2
Jaromir Bohacik,2
Jonas Maciulis,0
Leopold Cavaliere,0
Brandon Jefferson,2
Bonzie Colson II,2
Ishmail Wainright,0
Matt Lojeski,0
Linos Chrysikopoulos,0
Nikolaos Rogkavopoulos,1
Bennet Hundt,2
Daryl Macon,2
Nikos Gkikas,2
Yannis Morin,0
Steven Gray,2
Ike Udanoh,0
Michele Vitali,2
Yanick Moreira,0
Christian Sengfelder,0
Alexandre Pierre Louis Chassang,0
Jacques Alingue,0
Axel Philippe Jean Julien,2
Abdulaye Loum,0
Hans Vanwijn,0
Chase Fieler,0
Dominic Lockhart,1
Chase Simon,2
Dmitrios Katsivelis,1
Vladimir Jankovic,1
David Kravish,0
Kenneth Ogbe,2
Devon Hall,2
Charles Galliou,1
David Holston,2
Nikolaos Zisis,2
Jaron Johnson,1
Marcus Slaughter,0
Robert Lowery,2
Alex Ruoff,1
Jesse Hunt,0
Jayson Tchicamboud,1
Brock Motum,0
Nicolas Lang,2
Michael Stockton,2
Gregor Hrovat,2
Tre McLean,2
Hugo Invernizzi,1
Dimitris Moraitis,1
Jerry Boutsiele,0
Marcus Ginyard,1
Grismay Paumier,0
Marcus Foster,2
Marvin Jones,0
Timothe Joseph Christian Crusol,1
Lasannah V Kromah,2
Gerry Blakes,2
Panagiotis Vasilopoulos,0
Philip Scrubb,2
Nianta Diarra,0
Terran Petteway,2
Tyler Larson,2
Yoan Makoundou,0
Christos Saloustros,1
Vafessa Moise Fofana,0
Ludovic Beyhurst,1
Jaye Crockett,0
Speedy Smith,2
Glenn Cosey,2
Alex Hamilton,2
Zois Karampelas,1
DeMarcus Nelson,2
Evangelos Mantzaris,2
Olivier Zacharie Hanlan,2
Loukas Mavrokefalidis,0
Scott Suggs,2
Skyler Bowlin,2
Michalis Tsairelis,0
Dimitrios Verginis,1
Elias Lasisi,2
Chris Horton,0
Erik McCree,2
Vassilis Kavvadas,0
Stavros Schizas,1
Deishuan Booker,2
Jonah Radebaugh,2
Justin Simon,2
Leopold Cavaliere,0
Yorman Polas Bartolo,0
Jonas Wohlfarth-Bottermann,0
DeAndre Lansdowne,2
Ike Udanoh,0
Jean-Baptiste Maille,2
Lucas Herzog,1
Johannes Patrick,1
Oleksandr Lypovyy,1
Jordan Hulls,2
Gaylor Curier,1
Chris Dowe,2
Matt Mitchell,0
Toni Katic,2
Jacques Alingue,0
David Holston,2
Rashard Kelly,0
Jonathan Baehre,0
Robin Ducote,1
Charles Galliou,1
Abdulaye Loum,0
Gavin Ware,0
Tremmell Darden,0
James Woodard,2
Yannis Morin,0
Jacob Patrick,1
Sean Evans,0
Chase Simon,2
Jaromir Bohacik,2
Rawle Alkins,2
Vasileios Toliopoulos,2
Vassilis Mouratos,2
John Daniel Roberson Roberson,2
Dimitrios Kaklamanakis,0
Trevon Bluiett,1
Ethan Happ,0
Al-Wajid Aminu,0
Demetre Rivers,0
Marvin Jones,0
Petros Geromichalos,0
Jerry Alexander Smith,2
Andreas Christodoulou,1
Kameron Milton Allante Taylor,2
Georgios Kamperidis,1
David DiLeo,0
Alexandros Nikolaidis,2
Nikos Kamarianos,0
Nikos Persidis,1
Joaquin Quino Colom,2
Jermaine Love-Roberts,2
Steven Gray,2
Ricky Paulding,2
Eric Griffin,0
Vladimir Jankovic,0
Bennet Hundt,2
Tyson Carter,2
Phil Pressey,2
Tai Odiase,0
Sebastian Herrera,1
Nikos Pappas,2
Tekele Cotton,2
Martin Breunig,0
Cameron Clark,0
Alen Pjanic,1
Ian Hummer,0
Braian Angola-Rodas,2
TJ Holyfield,0
Dimitrios Flionis,2
Panagiotis Filippakos,1
Jordan Howard,2
Vangelis Mantzaris,2
Tony Crocker,2
Kenny Goins,1
Marcus Lewis,2
Malcom Griffin,2
Max Heidegger,2
Matt Williams Jr.,1
Andreas Petropoulos,1
Dimitrios Mavroeidis,0
Marcel Ponitka,2
Michal Michalak,2
Sek Henry,2
Jeremiah Hill,2
Terrell Gomez,1
Akil Mitchell,0
Tre McLean,2
Giorgos Bogris,0
Trevis Simpson,2
Scott Bamforth,2
Ian Miller,2
Patrick Heckmann,2
Dominic Lockhart,1
Linos Chrysikopoulos,0
Will Cherry,2
Dmitrios Katsivelis,2
Dante Cunningham,0
Christos Saloustros,1
Dimitris Moraitis,2
Martinas Geben,0
Terran Petteway,2
TaShawn Thomas,0
Gerald Robinson,2
Erik McCree,0
Danilo Brnovic,1
Williams Narace,0
Chad Brown,0
Justin Robinson,2
Kenneth Ogbe,2
Christian Sengfelder,0
Terry Tarpey,1
Valentin Chery,0
Omar Prewitt,2
Deishuan Booker,2
Kenny Baptiste,1
Matthieu Gauzin,2
Ioannis Kouzeloglou,0
Quincy Ford,0
Jorge Gutierrez,2
Wesley Gordon,0
Ian Miller,2
Chad Brown,0
Josh Hagins,2
Darel Poirier,0
Diante Garrett,2
Mouhammad Faye,0
Michael Carrera Gamboa,0
Guillem Ferrando Porro,2
Sasa Borovnjak,0
Josep Franch,1
Khyri Thomas,2
Txemi Urtasun,2
Javier Garcia,2
Simas Jarumbauskas,2
Tomasz Gielo,0
Loic Schwartz,1
Jared Savage,0
Orlando Coleman,2
Conner Frankamp,2
Reginald Lynch,0
Will Thomas,0
David Kravish,0
Dylan Osetkowsky,0
Melvin Ejim,0
Tyler Kalinosky,1
Kendrick Perry,2
Tyson Carter,2
Aaron Doornekamp,1
Tim Abromaitis,0
Nihad Djedovic,2
Bruno Fitipaldo,2
Marcelinho Huertas,2
Juan Pablo Vaulet,0
Xavi Rabaseda,1
Jonathan Barreiro,1
Emir Sulejmanovic,0
Jaime Fernandez Bernabe,2
Dario Brizuela,2
Artem Pustovyi,0
Thaddeus McFadden,2
Nemanja Nenadic,2
Ethan Happ,0
Elgin Cook,1
Michale Kyser,0
Adam Smith,2
Alex Reyes,1
Daniel Perez,2
Ilimane Diop,0
David Jelinek,1
Nemanja Radovic,0
Sergi Garcia,2
Tomas Bellas,1
Giorgi Shermadini,0
Marcis Steinbergs,0
Brancou Badio,2
Scott Bamforth,2
Francisco Guerra,0
Jordan Sakho,0
Luka Brajkovic,0
Jerrick Harding,2
Sasu Salin,1
Sadiel Rojas,1
Stefan Momirov,1
Denzel Andersson,0
Giorgos Tsalmpouris,0
Moussa Diagne,0
Joan Sastre,1
Frankie Ferrari,2
Tyson Perez,0
Nikola Radicevic,2
Toni Nakic,0
Agustin Ubal,2
James Anderson,2
Sergi Quintela Salvador,2
Travis Trice,2
Guillem Jou,1
Ivan Cruz,0
Yankuba Sima,0
Francisco Alonso,2
Adam Waczynski,1
Kassius Robertson,2
Jeff Withey,0
Marko Lukovic,0
Daniel Garcia,2
Ludde Hakanson,2
Vladimir Brodziansky,0
Ryan Luther,1
Babatunde Olumuyiwa,0
Leandro Bolmaro,1
Augusto Lima,0
Dusan Ristic,0
Nikola Tanaskovic,0
Arnas Velicka,2
Rihards Lomazs,2
Rasid Mahalbasic,0
Edgar Sosa,2
